SCHOOLJAAR 2013-2014 IN HET VO (peildatum 1 oktober 2013);;;;;;;SCHOOLJAAR 2014-2015 IN HET HO (peildatum 1 oktober 2014);;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
00BD;0;627;WADDINXVEEN;havo;diploma;nat/tech;28DN;HBO;techniek;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;21RI;HBO;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;21RI;HBO;gezondheidszorg;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;21RI;HBO;onderwijs;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;21RI;HBO;techniek;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;22OJ;HBO;gezondheidszorg;595;Reeuwijk;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;22OJ;HBO;gezondheidszorg;627;Waddinxveen;2
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;22OJ;HBO;techniek;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;22OJ;HBO;techniek;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;27UM;HBO;economie;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;27UM;HBO;techniek;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;21RI;HBO;economie;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;22EX;HBO;economie;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;22OJ;HBO;economie;499;Boskoop;2
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;22OJ;HBO;economie;627;Waddinxveen;2
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;22OJ;HBO;economie;1666;Zevenhuizen-Moerkapelle;3
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;22OJ;HBO;onderwijs;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;22OJ;HBO;techniek;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;25DW;HBO;techniek;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;25JX;HBO;economie;882;Landgraaf;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;27PZ;HBO;economie;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;27UM;HBO;economie;499;Boskoop;4
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;27UM;HBO;economie;627;Waddinxveen;3
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;27UM;HBO;techniek;627;Waddinxveen;2
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;28DN;HBO;techniek;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;30VP;HBO;onderwijs;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;30VP;HBO;onderwijs;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;havo;diploma;cul/maat;22OJ;HBO;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;cul/maat;22OJ;HBO;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;cul/maat;22OJ;HBO;onderwijs;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;cul/maat;27PZ;HBO;economie;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;cul/maat;27UM;HBO;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/tech & nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;1509;Oude IJsselstreek;1
00BD;0;627;WADDINXVEEN;vwo;diploma;nat/gezond;21PB;WO;taal en cultuur;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;vwo;diploma;nat/gezond;21PK;WO;sectoroverstijgend;499;Boskoop;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PB;WO;gedrag en maatschappij;499;Boskoop;2
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PB;WO;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PB;WO;sectoroverstijgend;310;De Bilt;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PB;WO;taal en cultuur;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PD;WO;taal en cultuur;344;Utrecht;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PD;WO;taal en cultuur;499;Boskoop;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PD;WO;taal en cultuur;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PE;WO;economie;627;Waddinxveen;3
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PE;WO;gedrag en maatschappij;627;Waddinxveen;3
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PE;WO;gedrag en maatschappij;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PE;WO;recht;595;Reeuwijk;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PE;WO;recht;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PI;WO;landbouw en natuurlijke omgeving;499;Boskoop;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21PN;WO;gedrag en maatschappij;855;Tilburg;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21RI;HBO;onderwijs;499;Boskoop;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;21UI;HBO;economie;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;22OJ;HBO;economie;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;27UM;HBO;techniek;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat;28DN;HBO;techniek;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;cul/maat;21PE;WO;recht;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;nat/tech & nat/gezond;21PD;WO;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;nat/tech & nat/gezond;21PD;WO;natuur;499;Boskoop;1
00BD;0;627;WADDINXVEEN;vwo;diploma;nat/tech & nat/gezond;21PE;WO;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;nat/tech & nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;228;Ede;1
00BD;0;627;WADDINXVEEN;vwo;diploma;nat/tech & nat/gezond;21PK;WO;gezondheidszorg;499;Boskoop;1
00BD;0;627;WADDINXVEEN;vwo;diploma;nat/tech & nat/gezond;21PK;WO;sectoroverstijgend;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;499;Boskoop;1
00BD;0;627;WADDINXVEEN;vwo;diploma;nat/tech & nat/gezond;22OJ;HBO;gezondheidszorg;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat & cul/maat;21PB;WO;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat & cul/maat;21PE;WO;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat & cul/maat;21PE;WO;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat & cul/maat;21PK;WO;taal en cultuur;499;Boskoop;2
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat & cul/maat;21PL;WO;gedrag en maatschappij;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat & cul/maat;21RI;HBO;gezondheidszorg;546;Leiden;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat & cul/maat;21RI;HBO;onderwijs;499;Boskoop;1
00BD;0;627;WADDINXVEEN;vwo;diploma;ec/maat & cul/maat;28DN;HBO;economie;627;Waddinxveen;1
00CB;0;268;NIJMEGEN;havo;diploma;nat/tech;25DW;HBO;onderwijs;344;Utrecht;1
00CB;0;268;NIJMEGEN;havo;diploma;nat/tech;25JX;HBO;economie;1684;Cuijk;1
00CB;0;268;NIJMEGEN;havo;diploma;nat/tech;25KB;HBO;gezondheidszorg;268;Nijmegen;1
00CB;0;268;NIJMEGEN;havo;diploma;nat/tech;28DN;HBO;techniek;202;Arnhem;1
00CB;0;268;NIJMEGEN;havo;diploma;nat/tech;30GB;HBO;techniek;209;Beuningen;1
00CB;0;268;NIJMEGEN;havo;diploma;nat/tech;30GB;HBO;techniek;268;Nijmegen;1
00CB;0;268;NIJMEGEN;havo;diploma;nat/gezond;25KB;HBO;economie;1685;Landerd;1
00CB;0;268;NIJMEGEN;havo;diploma;nat/gezond;25KB;HBO;onderwijs;202;Arnhem;1
00CB;0;268;NIJMEGEN;havo;diploma;nat/gezond;28DN;HBO;gezondheidszorg;993;Meerlo-Wanssum;1
00CB;0;268;NIJMEGEN;havo;diploma;ec/maat;01VU;HBO;onderwijs;193;Zwolle;1
00CB;0;268;NIJMEGEN;havo;diploma;ec/maat;25KB;HBO;economie;209;Beuningen;1
00CB;0;268;NIJMEGEN;havo;diploma;ec/maat;25KB;HBO;onderwijs;268;Nijmegen;1
00CB;0;268;NIJMEGEN;havo;diploma;ec/maat;25KB;HBO;onderwijs;828;Oss;1
00CB;0;268;NIJMEGEN;havo;diploma;ec/maat;27NF;HBO;taal en cultuur;241;Groesbeek;1
00CB;0;268;NIJMEGEN;havo;diploma;cul/maat;07GR;HBO;taal en cultuur;268;Nijmegen;1
00CB;0;268;NIJMEGEN;havo;diploma;cul/maat;21RI;HBO;onderwijs;796;s-Hertogenbosch;1
00CB;0;268;NIJMEGEN;havo;diploma;cul/maat;25KB;HBO;gedrag en maatschappij;828;Oss;1
00CB;0;268;NIJMEGEN;havo;diploma;cul/maat;25KB;HBO;gezondheidszorg;885;Arcen en Velden;1
00CB;0;268;NIJMEGEN;havo;diploma;cul/maat;27NF;HBO;onderwijs;202;Arnhem;1
00CB;0;268;NIJMEGEN;havo;diploma;cul/maat;28DN;HBO;economie;984;Venray;1
00CB;0;268;NIJMEGEN;havo;diploma;cul/maat;28DN;HBO;onderwijs;363;Amsterdam;1
00CB;0;268;NIJMEGEN;vwo;geen diploma;ec/maat;25KB;HBO;onderwijs;282;Ubbergen;1
00CB;0;268;NIJMEGEN;vwo;diploma;nat/tech;21PD;WO;economie;344;Utrecht;1
00CB;0;268;NIJMEGEN;vwo;diploma;nat/tech;21PH;WO;sectoroverstijgend;153;Enschede;1
00CB;0;268;NIJMEGEN;vwo;diploma;nat/tech;21PI;WO;landbouw en natuurlijke omgeving;289;Wageningen;1
00CB;0;268;NIJMEGEN;vwo;diploma;nat/tech;21PM;WO;gezondheidszorg;268;Nijmegen;1
00CB;0;268;NIJMEGEN;vwo;diploma;nat/tech;21PM;WO;gezondheidszorg;668;West Maas en Waal;1
00CB;0;268;NIJMEGEN;vwo;diploma;nat/tech;21PM;WO;natuur;268;Nijmegen;2
00CB;0;268;NIJMEGEN;vwo;diploma;nat/tech;21PM;WO;natuur;1702;Sint Anthonis;1
00CB;0;268;NIJMEGEN;vwo;diploma;nat/tech;30GB;HBO;taal en cultuur;855;Tilburg;1
00CB;0;268;NIJMEGEN;vwo;diploma;nat/gezond;21PH;WO;techniek;153;Enschede;1
00CB;0;268;NIJMEGEN;vwo;diploma;nat/gezond;21PM;WO;taal en cultuur;268;Nijmegen;1
00CB;0;268;NIJMEGEN;vwo;diploma;nat/gezond;27NF;HBO;onderwijs;202;Arnhem;1
00CB;0;268;NIJMEGEN;vwo;diploma;ec/maat;21PD;WO;economie;289;Wageningen;1
00CB;0;268;NIJMEGEN;vwo;diploma;ec/maat;21PD;WO;sectoroverstijgend;209;Beuningen;1
00CB;0;268;NIJMEGEN;vwo;diploma;ec/maat;21PG;WO;techniek;772;Eindhoven;1
00CB;0;268;NIJMEGEN;vwo;diploma;ec/maat;21PM;WO;gedrag en maatschappij;268;Nijmegen;1
00CB;0;268;NIJMEGEN;vwo;diploma;ec/maat;21PM;WO;taal en cultuur;1581;Utrechtse Heuvelrug;1
00CB;0;268;NIJMEGEN;vwo;diploma;ec/maat;21PN;WO;economie;855;Tilburg;1
00CB;0;268;NIJMEGEN;vwo;diploma;cul/maat;21PB;WO;gedrag en maatschappij;546;Leiden;1
00CB;0;268;NIJMEGEN;vwo;diploma;cul/maat;21RI;HBO;onderwijs;546;Leiden;1
00CB;1;355;ZEIST;havo;diploma;nat/gezond;25DW;HBO;gezondheidszorg;344;Utrecht;1
00CB;1;355;ZEIST;havo;diploma;nat/gezond;25DW;HBO;techniek;1581;Utrechtse Heuvelrug;1
00CB;1;355;ZEIST;havo;diploma;ec/maat;02NR;HBO;economie;518;s-Gravenhage;1
00CB;1;355;ZEIST;havo;diploma;ec/maat;25DW;HBO;techniek;355;Zeist;1
00CB;1;355;ZEIST;havo;diploma;cul/maat;00MF;HBO;taal en cultuur;344;Utrecht;1
00CB;1;355;ZEIST;havo;diploma;cul/maat;10IZ;HBO;onderwijs;342;Soest;1
00CB;1;355;ZEIST;havo;diploma;cul/maat;21RI;HBO;gezondheidszorg;312;Bunnik;1
00CB;1;355;ZEIST;havo;diploma;cul/maat;23AH;HBO;techniek;344;Utrecht;1
00CB;1;355;ZEIST;havo;diploma;cul/maat;25BA;HBO;economie;344;Utrecht;1
00CB;1;355;ZEIST;havo;diploma;cul/maat;25DW;HBO;gedrag en maatschappij;344;Utrecht;1
00CB;1;355;ZEIST;havo;diploma;cul/maat;25JX;HBO;economie;1581;Utrechtse Heuvelrug;1
00CB;1;355;ZEIST;havo;diploma;cul/maat;27PZ;HBO;onderwijs;355;Zeist;1
00CB;1;355;ZEIST;havo;diploma;cul/maat;28DN;HBO;gedrag en maatschappij;344;Utrecht;1
00CB;1;355;ZEIST;havo;diploma;cul/maat;30GB;HBO;onderwijs;855;Tilburg;1
00CB;1;355;ZEIST;havo;diploma;nat/tech & nat/gezond;21MI;HBO;techniek;718;Vlissingen;1
00CB;1;355;ZEIST;havo;diploma;nat/tech & nat/gezond;25DW;HBO;techniek;307;Amersfoort;1
00CB;1;355;ZEIST;havo;diploma;nat/tech & nat/gezond;25DW;HBO;techniek;425;Naarden;1
00CB;1;355;ZEIST;havo;diploma;nat/tech & nat/gezond;28DN;HBO;techniek;310;De Bilt;2
00CB;1;355;ZEIST;havo;diploma;nat/tech & nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;80;Leeuwarden;1
00CB;1;355;ZEIST;havo;diploma;nat/tech & nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;1581;Utrechtse Heuvelrug;1
00CB;1;355;ZEIST;havo;diploma;ec/maat & cul/maat;01VU;HBO;onderwijs;342;Soest;1
00CB;1;355;ZEIST;havo;diploma;ec/maat & cul/maat;02NR;HBO;economie;518;s-Gravenhage;1
00CB;1;355;ZEIST;havo;diploma;ec/maat & cul/maat;28DN;HBO;techniek;355;Zeist;1
00CB;1;355;ZEIST;vwo;diploma;ec/maat;27UM;HBO;gedrag en maatschappij;307;Amersfoort;1
00CB;1;355;ZEIST;vwo;diploma;cul/maat;21PB;WO;taal en cultuur;546;Leiden;1
00CB;1;355;ZEIST;vwo;diploma;cul/maat;21PD;WO;sectoroverstijgend;344;Utrecht;1
00CB;1;355;ZEIST;vwo;diploma;nat/tech & nat/gezond;21PD;WO;gezondheidszorg;355;Zeist;1
00CB;1;355;ZEIST;vwo;diploma;nat/tech & nat/gezond;27PZ;HBO;gezondheidszorg;363;Amsterdam;1
00CB;1;355;ZEIST;vwo;diploma;ec/maat & cul/maat;21PE;WO;economie;599;Rotterdam;1
00CB;1;355;ZEIST;vwo;diploma;ec/maat & cul/maat;21PK;WO;sectoroverstijgend;363;Amsterdam;1
00CB;1;355;ZEIST;vwo;diploma;ec/maat & cul/maat;21PM;WO;taal en cultuur;268;Nijmegen;1
00CB;2;772;EINDHOVEN;havo;diploma;nat/tech;07GR;HBO;techniek;772;Eindhoven;1
00CB;2;772;EINDHOVEN;havo;diploma;nat/tech;21CW;HBO;landbouw en natuurlijke omgeving;772;Eindhoven;1
00CB;2;772;EINDHOVEN;havo;diploma;nat/tech;22OJ;HBO;techniek;1771;Geldrop-Mierlo;1
00CB;2;772;EINDHOVEN;havo;diploma;nat/tech;27UM;HBO;techniek;772;Eindhoven;1
00CB;2;772;EINDHOVEN;havo;diploma;nat/tech;30GB;HBO;techniek;772;Eindhoven;2
00CB;2;772;EINDHOVEN;havo;diploma;nat/tech;30GB;HBO;techniek;820;Nuenen, Gerwen en Nederwetten;1
00CB;2;772;EINDHOVEN;havo;diploma;nat/gezond;25DW;HBO;gezondheidszorg;772;Eindhoven;1
00CB;2;772;EINDHOVEN;havo;diploma;nat/gezond;30GB;HBO;gedrag en maatschappij;772;Eindhoven;3
00CB;2;772;EINDHOVEN;havo;diploma;ec/maat;21QA;HBO;taal en cultuur;392;Haarlem;1
00CB;2;772;EINDHOVEN;havo;diploma;ec/maat;22OJ;HBO;techniek;772;Eindhoven;1
00CB;2;772;EINDHOVEN;havo;diploma;ec/maat;28DN;HBO;economie;772;Eindhoven;1
00CB;2;772;EINDHOVEN;havo;diploma;ec/maat;30GB;HBO;onderwijs;772;Eindhoven;1
00CB;2;772;EINDHOVEN;havo;diploma;ec/maat;30GB;HBO;techniek;772;Eindhoven;1
00CB;2;772;EINDHOVEN;havo;diploma;cul/maat;07GR;HBO;taal en cultuur;794;Helmond;1
00CB;2;772;EINDHOVEN;havo;diploma;cul/maat;21UI;HBO;economie;772;Eindhoven;1
00CB;2;772;EINDHOVEN;havo;diploma;cul/maat;25KB;HBO;gedrag en maatschappij;772;Eindhoven;1
00CB;2;772;EINDHOVEN;havo;diploma;cul/maat;30GB;HBO;gedrag en maatschappij;772;Eindhoven;1
00CB;2;772;EINDHOVEN;havo;diploma;ec/maat & cul/maat;25KB;HBO;economie;772;Eindhoven;1
00CB;2;772;EINDHOVEN;havo;diploma;ec/maat & cul/maat;30GB;HBO;onderwijs;772;Eindhoven;1
00CB;2;772;EINDHOVEN;vwo;diploma;nat/gezond;21PM;WO;gedrag en maatschappij;820;Nuenen, Gerwen en Nederwetten;1
00CB;2;772;EINDHOVEN;vwo;diploma;nat/gezond;21PM;WO;gedrag en maatschappij;855;Tilburg;1
00CB;2;772;EINDHOVEN;vwo;diploma;nat/gezond;30GB;HBO;techniek;820;Nuenen, Gerwen en Nederwetten;1
00CB;2;772;EINDHOVEN;vwo;diploma;cul/maat;21PM;WO;gedrag en maatschappij;268;Nijmegen;1
00CB;2;772;EINDHOVEN;vwo;diploma;nat/tech & nat/gezond;21PJ;WO;gezondheidszorg;935;Maastricht;1
00CB;2;772;EINDHOVEN;vwo;diploma;nat/tech & nat/gezond;21PJ;WO;recht;935;Maastricht;1
00CB;2;772;EINDHOVEN;vwo;diploma;nat/tech & nat/gezond;21PM;WO;gezondheidszorg;268;Nijmegen;1
00CB;2;772;EINDHOVEN;vwo;diploma;ec/maat & cul/maat;21PM;WO;gedrag en maatschappij;772;Eindhoven;1
00DI;2;22;LEEK;havo;diploma;nat/tech;21WN;HBO;onderwijs;22;Leek;1
00DI;2;22;LEEK;havo;diploma;nat/tech;21WN;HBO;techniek;93;Terschelling;1
00DI;2;22;LEEK;havo;diploma;nat/tech;25BE;HBO;economie;15;Grootegast;1
00DI;2;22;LEEK;havo;diploma;nat/tech;25BE;HBO;economie;22;Leek;2
00DI;2;22;LEEK;havo;diploma;nat/tech;25BE;HBO;gezondheidszorg;22;Leek;1
00DI;2;22;LEEK;havo;diploma;nat/tech;25BE;HBO;techniek;15;Grootegast;1
00DI;2;22;LEEK;havo;diploma;nat/tech;25BE;HBO;techniek;22;Leek;3
00DI;2;22;LEEK;havo;diploma;nat/tech;25BE;HBO;techniek;25;Marum;4
00DI;2;22;LEEK;havo;diploma;nat/tech;25BE;HBO;techniek;90;Smallingerland;1
00DI;2;22;LEEK;havo;diploma;nat/tech;25BE;HBO;techniek;1699;Noordenveld;5
00DI;2;22;LEEK;havo;diploma;nat/tech;28DN;HBO;techniek;392;Haarlem;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;22EX;HBO;economie;80;Leeuwarden;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;22EX;HBO;onderwijs;15;Grootegast;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;economie;14;Groningen;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;economie;15;Grootegast;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;economie;22;Leek;2
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;economie;25;Marum;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;economie;1699;Noordenveld;3
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;gedrag en maatschappij;25;Marum;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;gezondheidszorg;15;Grootegast;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;gezondheidszorg;22;Leek;5
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;gezondheidszorg;25;Marum;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;gezondheidszorg;1699;Noordenveld;6
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;onderwijs;22;Leek;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;techniek;22;Leek;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;techniek;25;Marum;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;techniek;85;Ooststellingwerf;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;25BE;HBO;techniek;1699;Noordenveld;4
00DI;2;22;LEEK;havo;diploma;nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;22;Leek;1
00DI;2;22;LEEK;havo;diploma;nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;25;Marum;1
00DI;2;22;LEEK;havo;diploma;ec/maat;21WN;HBO;onderwijs;15;Grootegast;2
00DI;2;22;LEEK;havo;diploma;ec/maat;22EX;HBO;economie;1699;Noordenveld;1
00DI;2;22;LEEK;havo;diploma;ec/maat;22EX;HBO;onderwijs;22;Leek;1
00DI;2;22;LEEK;havo;diploma;ec/maat;25BA;HBO;gedrag en maatschappij;228;Ede;1
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;economie;14;Groningen;1
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;economie;15;Grootegast;2
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;economie;22;Leek;10
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;economie;25;Marum;1
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;economie;1699;Noordenveld;8
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;gedrag en maatschappij;22;Leek;2
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;gedrag en maatschappij;1699;Noordenveld;1
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;gezondheidszorg;22;Leek;1
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;gezondheidszorg;25;Marum;1
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;onderwijs;22;Leek;1
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;onderwijs;85;Ooststellingwerf;1
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;onderwijs;1699;Noordenveld;2
00DI;2;22;LEEK;havo;diploma;ec/maat;25BE;HBO;techniek;1699;Noordenveld;2
00DI;2;22;LEEK;havo;diploma;cul/maat;21WN;HBO;onderwijs;22;Leek;1
00DI;2;22;LEEK;havo;diploma;cul/maat;22EX;HBO;onderwijs;15;Grootegast;1
00DI;2;22;LEEK;havo;diploma;cul/maat;25BE;HBO;economie;22;Leek;1
00DI;2;22;LEEK;havo;diploma;cul/maat;25BE;HBO;gedrag en maatschappij;22;Leek;2
00DI;2;22;LEEK;havo;diploma;cul/maat;25BE;HBO;gedrag en maatschappij;1699;Noordenveld;1
00DI;2;22;LEEK;havo;diploma;nat/tech & nat/gezond;21WN;HBO;onderwijs;1699;Noordenveld;1
00DI;2;22;LEEK;havo;diploma;nat/tech & nat/gezond;25BE;HBO;economie;15;Grootegast;1
00DI;2;22;LEEK;havo;diploma;nat/tech & nat/gezond;25BE;HBO;economie;1699;Noordenveld;1
00DI;2;22;LEEK;havo;diploma;nat/tech & nat/gezond;25BE;HBO;techniek;15;Grootegast;1
00DI;2;22;LEEK;havo;diploma;nat/tech & nat/gezond;25BE;HBO;techniek;22;Leek;3
00DI;2;22;LEEK;havo;diploma;nat/tech & nat/gezond;25BE;HBO;techniek;25;Marum;2
00DI;2;22;LEEK;havo;diploma;nat/tech & nat/gezond;25BE;HBO;techniek;1699;Noordenveld;2
00DI;2;22;LEEK;havo;diploma;ec/maat & cul/maat;22EX;HBO;economie;25;Marum;1
00DI;2;22;LEEK;havo;diploma;ec/maat & cul/maat;25BE;HBO;techniek;1699;Noordenveld;1
00DI;2;22;LEEK;vwo;geen diploma;nat/gezond;25BE;HBO;economie;22;Leek;1
00DI;2;22;LEEK;vwo;geen diploma;nat/gezond;25BE;HBO;techniek;1699;Noordenveld;1
00DI;2;22;LEEK;vwo;diploma;nat/tech;21PC;WO;economie;1699;Noordenveld;1
00DI;2;22;LEEK;vwo;diploma;nat/tech;21PC;WO;techniek;1699;Noordenveld;1
00DI;2;22;LEEK;vwo;diploma;nat/tech;21PF;WO;techniek;503;Delft;1
00DI;2;22;LEEK;vwo;diploma;nat/tech;21PF;WO;techniek;1699;Noordenveld;1
00DI;2;22;LEEK;vwo;diploma;nat/tech;21PH;WO;techniek;153;Enschede;1
00DI;2;22;LEEK;vwo;diploma;nat/gezond;21PC;WO;gedrag en maatschappij;22;Leek;1
00DI;2;22;LEEK;vwo;diploma;nat/gezond;21PC;WO;gedrag en maatschappij;1699;Noordenveld;2
00DI;2;22;LEEK;vwo;diploma;nat/gezond;21PC;WO;gezondheidszorg;14;Groningen;1
00DI;2;22;LEEK;vwo;diploma;nat/gezond;21PC;WO;gezondheidszorg;22;Leek;1
00DI;2;22;LEEK;vwo;diploma;nat/gezond;21PC;WO;gezondheidszorg;1699;Noordenveld;1
