SCHOOLJAAR 2013-2014 IN HET VO (peildatum 1 oktober 2013);;;;;;;SCHOOLJAAR 2014-2015 IN HET HO (peildatum 1 oktober 2014);;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
19HR;0;983;VENLO;havo;diploma;ec/maat;25JX;HBO;economie;957;Roermond;1
19HR;0;983;VENLO;havo;diploma;ec/maat;25JX;HBO;gezondheidszorg;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;ec/maat;25KB;HBO;economie;268;Nijmegen;1
19HR;0;983;VENLO;havo;diploma;ec/maat;25KB;HBO;economie;934;Maasbree;1
19HR;0;983;VENLO;havo;diploma;ec/maat;25KB;HBO;economie;983;Venlo;4
19HR;0;983;VENLO;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;885;Arcen en Velden;1
19HR;0;983;VENLO;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;934;Maasbree;3
19HR;0;983;VENLO;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;983;Venlo;2
19HR;0;983;VENLO;havo;diploma;ec/maat;25KB;HBO;gezondheidszorg;983;Venlo;2
19HR;0;983;VENLO;havo;diploma;ec/maat;28DN;HBO;gedrag en maatschappij;392;Haarlem;1
19HR;0;983;VENLO;havo;diploma;ec/maat;30GB;HBO;economie;893;Bergen (L.);1
19HR;0;983;VENLO;havo;diploma;ec/maat;30GB;HBO;economie;934;Maasbree;2
19HR;0;983;VENLO;havo;diploma;ec/maat;30GB;HBO;economie;983;Venlo;6
19HR;0;983;VENLO;havo;diploma;ec/maat;30GB;HBO;economie;1507;Horst aan de Maas;3
19HR;0;983;VENLO;havo;diploma;ec/maat;30GB;HBO;gedrag en maatschappij;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;ec/maat;30GB;HBO;gedrag en maatschappij;1507;Horst aan de Maas;1
19HR;0;983;VENLO;havo;diploma;ec/maat;30GB;HBO;onderwijs;934;Maasbree;1
19HR;0;983;VENLO;havo;diploma;ec/maat;30GB;HBO;onderwijs;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;ec/maat;30GB;HBO;techniek;934;Maasbree;1
19HR;0;983;VENLO;havo;diploma;ec/maat;30GB;HBO;techniek;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;cul/maat;07GR;HBO;gedrag en maatschappij;983;Venlo;2
19HR;0;983;VENLO;havo;diploma;cul/maat;25KB;HBO;gezondheidszorg;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;nat/tech & nat/gezond;07GR;HBO;economie;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;nat/tech & nat/gezond;21CW;HBO;landbouw en natuurlijke omgeving;934;Maasbree;1
19HR;0;983;VENLO;havo;diploma;nat/tech & nat/gezond;21CW;HBO;landbouw en natuurlijke omgeving;983;Venlo;1
19HR;0;983;VENLO;havo;diploma;nat/tech & nat/gezond;25KB;HBO;gezondheidszorg;934;Maasbree;1
19HR;0;983;VENLO;havo;diploma;nat/tech & nat/gezond;25KB;HBO;techniek;1507;Horst aan de Maas;1
19HR;0;983;VENLO;havo;diploma;nat/tech & nat/gezond;30GB;HBO;gezondheidszorg;983;Venlo;3
19HR;0;983;VENLO;havo;diploma;nat/tech & nat/gezond;30GB;HBO;onderwijs;934;Maasbree;1
19HR;0;983;VENLO;havo;diploma;nat/tech & nat/gezond;30GB;HBO;techniek;983;Venlo;5
19HR;0;983;VENLO;havo;diploma;ec/maat & cul/maat;22OJ;HBO;gedrag en maatschappij;772;Eindhoven;1
19HR;0;983;VENLO;havo;diploma;ec/maat & cul/maat;25KB;HBO;economie;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;nat/tech;21PM;WO;economie;1507;Horst aan de Maas;1
19HR;0;983;VENLO;vwo;diploma;nat/gezond;21PJ;WO;gezondheidszorg;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;nat/gezond;30GB;HBO;economie;983;Venlo;2
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PB;WO;gedrag en maatschappij;546;Leiden;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PD;WO;gedrag en maatschappij;344;Utrecht;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PJ;WO;gedrag en maatschappij;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PJ;WO;recht;935;Maastricht;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PK;WO;taal en cultuur;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PL;WO;recht;392;Haarlem;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PM;WO;economie;934;Maasbree;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PM;WO;economie;983;Venlo;2
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PM;WO;gedrag en maatschappij;934;Maasbree;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PM;WO;recht;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PM;WO;taal en cultuur;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PN;WO;gedrag en maatschappij;934;Maasbree;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PN;WO;gedrag en maatschappij;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;21PN;WO;taal en cultuur;855;Tilburg;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;25DW;HBO;onderwijs;344;Utrecht;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;25KB;HBO;onderwijs;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;ec/maat;30GB;HBO;techniek;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;cul/maat;21PD;WO;gedrag en maatschappij;344;Utrecht;1
19HR;0;983;VENLO;vwo;diploma;nat/tech & nat/gezond;21PG;WO;techniek;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;nat/tech & nat/gezond;21PJ;WO;economie;934;Maasbree;1
19HR;0;983;VENLO;vwo;diploma;nat/tech & nat/gezond;21PJ;WO;gezondheidszorg;934;Maasbree;1
19HR;0;983;VENLO;vwo;diploma;nat/tech & nat/gezond;21PJ;WO;gezondheidszorg;935;Maastricht;2
19HR;0;983;VENLO;vwo;diploma;nat/tech & nat/gezond;21PM;WO;gezondheidszorg;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;nat/tech & nat/gezond;21PM;WO;natuur;934;Maasbree;1
19HR;0;983;VENLO;vwo;diploma;nat/tech & nat/gezond;21PM;WO;natuur;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;nat/tech & nat/gezond;25KB;HBO;gezondheidszorg;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;nat/tech & nat/gezond;25KB;HBO;gezondheidszorg;1507;Horst aan de Maas;1
19HR;0;983;VENLO;vwo;diploma;ec/maat & cul/maat;21PM;WO;economie;983;Venlo;1
19HR;0;983;VENLO;vwo;diploma;ec/maat & cul/maat;21PM;WO;taal en cultuur;983;Venlo;2
19HV;0;917;HEERLEN;vwo;diploma;nat/tech;21PG;WO;techniek;772;Eindhoven;2
19HV;0;917;HEERLEN;vwo;diploma;nat/tech;21PN;WO;economie;855;Tilburg;1
19HV;0;917;HEERLEN;vwo;diploma;nat/gezond;21PD;WO;gedrag en maatschappij;344;Utrecht;1
19HV;0;917;HEERLEN;vwo;diploma;nat/gezond;21PD;WO;gedrag en maatschappij;917;Heerlen;1
19HV;0;917;HEERLEN;vwo;diploma;nat/gezond;21PJ;WO;economie;917;Heerlen;1
19HV;0;917;HEERLEN;vwo;diploma;nat/gezond;21PJ;WO;gezondheidszorg;917;Heerlen;4
19HV;0;917;HEERLEN;vwo;diploma;nat/gezond;21PJ;WO;gezondheidszorg;962;Schinnen;1
19HV;0;917;HEERLEN;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;362;Amstelveen;1
19HV;0;917;HEERLEN;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;917;Heerlen;1
19HV;0;917;HEERLEN;vwo;diploma;nat/gezond;21PM;WO;economie;268;Nijmegen;1
19HV;0;917;HEERLEN;vwo;diploma;nat/gezond;21PM;WO;gedrag en maatschappij;268;Nijmegen;1
19HV;0;917;HEERLEN;vwo;diploma;nat/gezond;21PM;WO;gezondheidszorg;268;Nijmegen;1
19HV;0;917;HEERLEN;vwo;diploma;nat/gezond;25JX;HBO;techniek;928;Kerkrade;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21CW;HBO;landbouw en natuurlijke omgeving;951;Nuth;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PB;WO;gedrag en maatschappij;537;Katwijk;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PD;WO;gedrag en maatschappij;344;Utrecht;3
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PD;WO;recht;344;Utrecht;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PE;WO;economie;502;Capelle aan den IJssel;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PE;WO;economie;599;Rotterdam;2
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PE;WO;recht;502;Capelle aan den IJssel;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PE;WO;recht;599;Rotterdam;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;economie;882;Landgraaf;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;economie;917;Heerlen;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;economie;935;Maastricht;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;economie;965;Simpelveld;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;economie;986;Voerendaal;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;gedrag en maatschappij;935;Maastricht;2
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;recht;882;Landgraaf;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;recht;917;Heerlen;4
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;21PN;WO;economie;855;Tilburg;2
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;25JX;HBO;economie;935;Maastricht;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;25JX;HBO;economie;986;Voerendaal;2
19HV;0;917;HEERLEN;vwo;diploma;ec/maat;30GB;HBO;onderwijs;928;Kerkrade;1
19HV;0;917;HEERLEN;vwo;diploma;cul/maat;21PB;WO;gedrag en maatschappij;637;Zoetermeer;1
19HV;0;917;HEERLEN;vwo;diploma;cul/maat;21PD;WO;gedrag en maatschappij;344;Utrecht;1
19HV;0;917;HEERLEN;vwo;diploma;cul/maat;21PJ;WO;gedrag en maatschappij;917;Heerlen;1
19HV;0;917;HEERLEN;vwo;diploma;cul/maat;21PJ;WO;recht;928;Kerkrade;1
19HV;0;917;HEERLEN;vwo;diploma;cul/maat;21PK;WO;gedrag en maatschappij;363;Amsterdam;1
19HV;0;917;HEERLEN;vwo;diploma;cul/maat;21PK;WO;taal en cultuur;394;Haarlemmermeer;1
19HV;0;917;HEERLEN;vwo;diploma;cul/maat;21PK;WO;taal en cultuur;402;Hilversum;1
19HV;0;917;HEERLEN;vwo;diploma;cul/maat;21UI;HBO;economie;758;Breda;1
19HV;0;917;HEERLEN;vwo;diploma;cul/maat;25JX;HBO;economie;935;Maastricht;1
19HV;0;917;HEERLEN;vwo;diploma;cul/maat;25JX;HBO;onderwijs;882;Landgraaf;1
19HV;0;917;HEERLEN;vwo;diploma;nat/tech & nat/gezond;21PE;WO;economie;599;Rotterdam;1
19HV;0;917;HEERLEN;vwo;diploma;nat/tech & nat/gezond;21PE;WO;gezondheidszorg;599;Rotterdam;1
19HV;0;917;HEERLEN;vwo;diploma;nat/tech & nat/gezond;21PG;WO;techniek;772;Eindhoven;1
19HV;0;917;HEERLEN;vwo;diploma;nat/tech & nat/gezond;21PG;WO;techniek;917;Heerlen;1
19HV;0;917;HEERLEN;vwo;diploma;nat/tech & nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;274;Renkum;1
19HV;0;917;HEERLEN;vwo;diploma;nat/tech & nat/gezond;21PJ;WO;gedrag en maatschappij;917;Heerlen;1
19HV;0;917;HEERLEN;vwo;diploma;nat/tech & nat/gezond;21PJ;WO;gezondheidszorg;935;Maastricht;1
19HV;0;917;HEERLEN;vwo;diploma;nat/tech & nat/gezond;21PK;WO;natuur;344;Utrecht;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat & cul/maat;21PJ;WO;gedrag en maatschappij;935;Maastricht;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat & cul/maat;21PJ;WO;recht;1729;Gulpen-Wittem;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat & cul/maat;21PN;WO;economie;855;Tilburg;1
19HV;0;917;HEERLEN;vwo;diploma;ec/maat & cul/maat;28DN;HBO;techniek;363;Amsterdam;1
19IP;0;345;VEENENDAAL;havo;geen diploma;cul/maat;00MF;HBO;taal en cultuur;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;nat/gezond;25DW;HBO;gezondheidszorg;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;nat/gezond;25KB;HBO;economie;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;nat/gezond;25KB;HBO;onderwijs;304;Neerijnen;1
19IP;0;345;VEENENDAAL;havo;diploma;nat/gezond;28DN;HBO;onderwijs;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;07GR;HBO;economie;214;Buren;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;07GR;HBO;economie;1740;Neder-Betuwe;2
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25BA;HBO;gedrag en maatschappij;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25BA;HBO;gezondheidszorg;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25DW;HBO;economie;214;Buren;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25DW;HBO;economie;345;Veenendaal;4
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25DW;HBO;gedrag en maatschappij;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25DW;HBO;gezondheidszorg;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25DW;HBO;onderwijs;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25KB;HBO;economie;200;Apeldoorn;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25KB;HBO;economie;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;214;Buren;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;345;Veenendaal;2
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;1740;Neder-Betuwe;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25KB;HBO;onderwijs;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25KB;HBO;techniek;214;Buren;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;25KB;HBO;techniek;345;Veenendaal;2
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;27PZ;HBO;economie;214;Buren;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;27PZ;HBO;economie;1581;Utrechtse Heuvelrug;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;28DN;HBO;economie;340;Rhenen;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;28DN;HBO;techniek;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;30GB;HBO;economie;340;Rhenen;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;30GB;HBO;gedrag en maatschappij;1581;Utrechtse Heuvelrug;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat;30HD;HBO;landbouw en natuurlijke omgeving;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;cul/maat;07GR;HBO;taal en cultuur;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;cul/maat;25DW;HBO;gedrag en maatschappij;340;Rhenen;1
19IP;0;345;VEENENDAAL;havo;diploma;cul/maat;25DW;HBO;gedrag en maatschappij;1740;Neder-Betuwe;1
19IP;0;345;VEENENDAAL;havo;diploma;cul/maat;25DW;HBO;onderwijs;214;Buren;1
19IP;0;345;VEENENDAAL;havo;diploma;cul/maat;25DW;HBO;onderwijs;513;Gouda;1
19IP;0;345;VEENENDAAL;havo;diploma;cul/maat;25KB;HBO;onderwijs;339;Renswoude;1
19IP;0;345;VEENENDAAL;havo;diploma;cul/maat;25KB;HBO;onderwijs;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;nat/tech & nat/gezond;10IZ;HBO;onderwijs;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;nat/tech & nat/gezond;21MI;HBO;techniek;718;Vlissingen;1
19IP;0;345;VEENENDAAL;havo;diploma;nat/tech & nat/gezond;25BA;HBO;economie;340;Rhenen;1
19IP;0;345;VEENENDAAL;havo;diploma;nat/tech & nat/gezond;25DW;HBO;economie;1740;Neder-Betuwe;1
19IP;0;345;VEENENDAAL;havo;diploma;nat/tech & nat/gezond;25DW;HBO;onderwijs;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;nat/tech & nat/gezond;25DW;HBO;techniek;345;Veenendaal;2
19IP;0;345;VEENENDAAL;havo;diploma;nat/tech & nat/gezond;25KB;HBO;techniek;345;Veenendaal;2
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat & cul/maat;25DW;HBO;economie;1740;Neder-Betuwe;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat & cul/maat;25DW;HBO;gedrag en maatschappij;340;Rhenen;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat & cul/maat;25DW;HBO;techniek;340;Rhenen;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat & cul/maat;25KB;HBO;gedrag en maatschappij;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat & cul/maat;25KB;HBO;onderwijs;345;Veenendaal;1
19IP;0;345;VEENENDAAL;havo;diploma;ec/maat & cul/maat;25KB;HBO;techniek;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/gezond;21PB;WO;natuur;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/gezond;21PJ;WO;gezondheidszorg;935;Maastricht;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/gezond;21PM;WO;economie;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;ec/maat;21PD;WO;gedrag en maatschappij;214;Buren;1
19IP;0;345;VEENENDAAL;vwo;diploma;ec/maat;21PD;WO;gedrag en maatschappij;279;Scherpenzeel;1
19IP;0;345;VEENENDAAL;vwo;diploma;ec/maat;21PD;WO;gedrag en maatschappij;340;Rhenen;1
19IP;0;345;VEENENDAAL;vwo;diploma;ec/maat;21PD;WO;gedrag en maatschappij;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;ec/maat;21PD;WO;recht;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;ec/maat;21PH;WO;economie;153;Enschede;1
19IP;0;345;VEENENDAAL;vwo;diploma;ec/maat;21PJ;WO;gedrag en maatschappij;935;Maastricht;1
19IP;0;345;VEENENDAAL;vwo;diploma;ec/maat;21PK;WO;taal en cultuur;214;Buren;1
19IP;0;345;VEENENDAAL;vwo;diploma;ec/maat;21PL;WO;economie;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;ec/maat;21PM;WO;recht;339;Renswoude;1
19IP;0;345;VEENENDAAL;vwo;diploma;ec/maat;21PN;WO;economie;279;Scherpenzeel;1
19IP;0;345;VEENENDAAL;vwo;diploma;ec/maat;25JX;HBO;gezondheidszorg;935;Maastricht;1
19IP;0;345;VEENENDAAL;vwo;diploma;cul/maat;21PB;WO;gedrag en maatschappij;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;cul/maat;21PB;WO;sectoroverstijgend;340;Rhenen;1
19IP;0;345;VEENENDAAL;vwo;diploma;cul/maat;21PE;WO;recht;1581;Utrechtse Heuvelrug;1
19IP;0;345;VEENENDAAL;vwo;diploma;cul/maat;27NF;HBO;taal en cultuur;202;Arnhem;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/tech & nat/gezond;21PB;WO;natuur;546;Leiden;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/tech & nat/gezond;21PC;WO;natuur;14;Groningen;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;503;Delft;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/tech & nat/gezond;21PG;WO;techniek;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/tech & nat/gezond;21PH;WO;techniek;153;Enschede;2
19IP;0;345;VEENENDAAL;vwo;diploma;nat/tech & nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/tech & nat/gezond;21PK;WO;gedrag en maatschappij;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/tech & nat/gezond;21PK;WO;gezondheidszorg;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/tech & nat/gezond;21PK;WO;natuur;345;Veenendaal;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/tech & nat/gezond;21PM;WO;natuur;268;Nijmegen;1
19IP;0;345;VEENENDAAL;vwo;diploma;nat/tech & nat/gezond;21PM;WO;recht;345;Veenendaal;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/tech;01VU;HBO;economie;1690;De Wolden;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/tech;01VU;HBO;techniek;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/tech;21WN;HBO;techniek;93;Terschelling;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/tech;22EX;HBO;economie;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/tech;25BE;HBO;techniek;1690;De Wolden;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/gezond;00IC;HBO;onderwijs;1690;De Wolden;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/gezond;01VU;HBO;gedrag en maatschappij;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/gezond;01VU;HBO;techniek;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/gezond;01VU;HBO;techniek;1690;De Wolden;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/gezond;25BE;HBO;gezondheidszorg;118;Hoogeveen;4
19IW;0;118;HOOGEVEEN;havo;diploma;nat/gezond;25BE;HBO;gezondheidszorg;1690;De Wolden;1
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;01VU;HBO;economie;118;Hoogeveen;4
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;01VU;HBO;economie;1690;De Wolden;4
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;01VU;HBO;gedrag en maatschappij;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;01VU;HBO;gedrag en maatschappij;1731;Midden-Drenthe;1
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;01VU;HBO;gezondheidszorg;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;01VU;HBO;sectoroverstijgend;193;Zwolle;1
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;01VU;HBO;techniek;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;22EX;HBO;economie;118;Hoogeveen;2
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;25BE;HBO;economie;14;Groningen;1
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;25BE;HBO;economie;118;Hoogeveen;6
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;25BE;HBO;economie;1731;Midden-Drenthe;2
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;25BE;HBO;gedrag en maatschappij;118;Hoogeveen;3
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;25BE;HBO;gedrag en maatschappij;1731;Midden-Drenthe;1
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat;30HD;HBO;landbouw en natuurlijke omgeving;1690;De Wolden;1
19IW;0;118;HOOGEVEEN;havo;diploma;cul/maat;01VU;HBO;gedrag en maatschappij;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;cul/maat;01VU;HBO;gezondheidszorg;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;cul/maat;01VU;HBO;onderwijs;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;cul/maat;22EX;HBO;economie;80;Leeuwarden;1
19IW;0;118;HOOGEVEEN;havo;diploma;cul/maat;22EX;HBO;economie;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;cul/maat;22HH;HBO;gedrag en maatschappij;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;cul/maat;25BE;HBO;economie;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;cul/maat;25BE;HBO;gedrag en maatschappij;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;cul/maat;25BE;HBO;gezondheidszorg;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;cul/maat;25BE;HBO;gezondheidszorg;1690;De Wolden;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/tech & nat/gezond;22EX;HBO;techniek;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/tech & nat/gezond;25BE;HBO;economie;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/tech & nat/gezond;25BE;HBO;gezondheidszorg;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/tech & nat/gezond;25BE;HBO;techniek;1690;De Wolden;2
19IW;0;118;HOOGEVEEN;havo;diploma;nat/tech & nat/gezond;25DW;HBO;techniek;307;Amersfoort;1
19IW;0;118;HOOGEVEEN;havo;diploma;nat/tech & nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat & cul/maat;22EX;HBO;economie;80;Leeuwarden;1
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat & cul/maat;22EX;HBO;onderwijs;118;Hoogeveen;1
19IW;0;118;HOOGEVEEN;havo;diploma;ec/maat & cul/maat;25BE;HBO;economie;118;Hoogeveen;1
